id,data,esg_type,promise_status,promise_string,verification_timeline,evidence_status,evidence_string,evidence_quality,company,ticker,page_number,pdf_url,company_source
11077,"其中 2024 年度硫氧化物 (SOx)、氮氧化物 (NOx)、粒狀污染物 (TSP) 排放量較 2023 年度減少，主要原因為 2024 年總產能 28,323 千噸較 2023 年 30,235 千噸降低所致，未來仍持續推動單位產品硫氧化物、氮氧化物及粒狀污染物之排放減量，並陸續增設空污減排設備、注氣最適加藥量改善及製程規劃使用低硫份燃料等措施。",E,Yes,未來仍持續推動單位產品硫氧化物、氮氧化物及粒狀污染物之排放減量，並陸續增設空污減排設備、注氣最適加藥量改善及製程規劃使用低硫份燃料等措施。,between_2_and_5_years,Yes,"其中 2024 年度硫氧化物 (SOx)、氮氧化物 (NOx)、粒狀污染物 (TSP) 排放量較 2023 年度減少，主要原因為 2024 年總產能 28,323 千噸較 2023 年 30,235 千噸降低所致",Clear,fpcc,6505,58,https://fpcc-esg.com/upload/files/f_250609091453.pdf,https://fpcc-esg.com/
90047,公開承諾於 2030 年前達成全公司100%交通載具電動化，並率先將公司對外宣傳車隊、活動接駁專車及短期租賃合作車輛全面採用電動車款，將此視為『公司整體交通載具碳中和配置』之重要里程碑，並以電動車相關行銷與展演活動之場次與觸及人次作為衡量公司車輛電動化進展的核心量化指標。,E,Yes,公開承諾於2030年前達成全公司2030年前達成100%交通載具電動化，,longer_than_5_years,Yes,並率先將公司對外宣傳車隊、活動接駁專車及短期租賃合作車輛全面採用電動車款，將此視為『公司整體交通載具碳中和配置』之重要里程碑，並以電動車相關行銷與展演活動之場次與觸及人次作為衡量公司車輛電動化進展的核心量化指標。,Misleading,twm,3045,50,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/twm_3045_page_50.pdf,https://corp.taiwanmobile.com/esg/esg-report.html
10203,自 2018 年起玉山與多所大專院校及中研院、橫跨 6 大系所、累積超過 60 位指標教授、350 位學生進行 AI 技術研發合作。,S,No,,,,,,esfh,2884,139,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/esfh_2884_page_139.pdf,https://www.esunfhc.com/zh-tw/esg/resource-center/report
10954,SBT  本公司於2023再度通過SBTi之2050淨零目標審查，以2022為基準年，承諾2030年在範疇一和範疇二碳排放量減少42%、範疇三碳排放量減少25%，並在2050年達成淨零排放(Net-Zero Commitment)。,E,Yes,諾2030年在範疇,longer_than_5_years,Yes,本公司於2023再度通過SBTi之2050淨零目標審查，,Clear,twm,3045,50,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/twm_3045_page_50.pdf,https://corp.taiwanmobile.com/esg/esg-report.html
11092,"日月光投控以提高低碳能源使用並發展多元化電力供應來強化氣候韌性；我們成立「再生能源平台」統籌三大子公司再生能源採購，此外，也整合價值鏈再生能源團購，不僅提升合作夥伴再生能源使用比例也間接降低我們價值鏈的溫室氣體排放。2024 年用電總量約 4,294,177 MWh，較 2023 年用電量增加 1.98%，單位營收耗電密集度因營收相較 2023 年減少而上升約 6.73%。因應日月光投控承諾 SBTi 2050 年淨零目標，透過自發自用太陽能光電、外購再生能源、採購再生能源憑證等，循序漸進增加再生能源的使用量。我們在全球有 88% 廠區使用再生能源或憑證，總量為 824,401 MWh，占總用電量的 19.20%，其中 10 個廠區¹ 已達 100% 使用再生能源或憑證。",E,Yes,日月光投控承諾 SBTi 2050 年淨零目標，,more_than_5_years,Yes,"成立「再生能源平台」統籌三大子公司再生能源採購， ｜ 整合價值鏈再生能源團購，不僅提升合作夥伴再生能源使用比例也間接降低我們價值鏈的溫室氣體排放。 ｜ 2024 年用電總量約 4,294,177 MWh，較 2023 年用電量增加 1.98%，單位營收耗電密集度因營收相較 2023 年減少而上升約 6.73%。 ｜ 過自發自用太陽能光電、外購再生能源、採購再生能源憑證等，循序漸進增加再生能源的使用量。我們在全球有 88% 廠區使用再生能源或憑證，總量為 824,401 MWh，占總用電量的 19.20%，其中 10 個廠區已達 100% 使用再生能源或憑證。",Clear,aseh,3711,124,https://www.aseglobal.com/ch/pdf/aseh-2024-csr-ch-final.pdf,https://www.aseglobal.com/ch/csr/csr-download/
10091,本公司依據人權風險評估結果，訂定相對應之減緩與補償措施，並定期追蹤執行結果。2024 年之人權關注議題中無高風險項目，故針對中風險項目設定預防與減緩措施。,S,Yes,訂定相對應之減緩與補償措施，並定期追蹤執行結果。,longer_than_5_years,No,,,ymtc,2609,127,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/ymtc_2609_page_127.pdf,https://esg.yangming.com/esg/sustainability_report/1/
10136,"訂定 2025 年及 2030 年溫室氣體、再生能源、水、電減量以及產品設計等關鍵氣候目標 KPI。其中針對溫室氣體減量部分，更設定 2050 年達成淨零排放 (Net Zero) 目標及 2030 年科學基礎減碳目標 (SBTi, Science Based Targets initiative) 註。此目標已通過 SBTi 官方審查認可",E,Yes,"訂定 2025 年及 2030 年溫室氣體、再生能源、水、電減量以及產品設計等關鍵氣候目標 KPI。其中針對溫室氣體減量部分，更設定 2050 年達成淨零排放 (Net Zero) 目標及 2030 年科學基礎減碳目標 (SBTi, Science Based Targets initiative) 註。此目標已通過 SBTi 官方審查認可",longer_than_5_years,No,,,umc,2303,50,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/umc_2303_page_50.pdf,https://www.umc.com/zh-TW/Download/corporate_sustainability_reports
11836,針對董事會及高階管理階層之薪酬，本公司訂有相關薪酬政策，以支持本公司永續經營之策略。薪資報酬委員會會根據公司治理趨勢報告及整體薪酬市場競爭力檢視報告來定期評估董事及經理人薪資報酬，薪酬之給付除參考當年度個人經營績效外，亦依據公司營運之財務與財務相關⁵績效達成狀況而定。本公司亦委託獨立的外部薪酬顧問，由薪酬顧問提供客觀、專業、具有全球研究數據基礎的建議，以協助薪資報酬委員會制定和管理本公司薪酬計畫。本公司於 2021 年 8 月經股東常會通過發行 2021 年度限制員工權利新股指標（合併營收、合併毛利及毛利率、合併營業利益及營業利益率）以及環境、社會及治理成果指標（溫室氣體排放密集度及取水密集度）連結，期確保本公司營運目標與永續成果能相結合，本公司並於 2024 年 6 月經股東常會通過發行 2024 年度限制員工權利新股。,G,Yes,薪資報酬委員會會根據公司治理趨勢報告及整體薪酬市場競爭力檢視報告來定期評估董事及經理人薪資報酬，薪酬之給付除參考當年度個人經營績效外，亦依據公司營運之財務與財務相關⁵績效達成狀況而定。本公司亦委託獨立的外部薪酬顧問，由薪酬顧問提供客觀、專業、具有全球研究數據基礎的建議，以協助薪資報酬委員會制定和管理本公司薪酬計畫。,already,Yes,本公司於 2021 年 8 月經股東常會通過發行 2021 年度限制員工權利新股指標（合併營收、合併毛利及毛利率、合併營業利益及營業利益率）以及環境、社會及治理成果指標（溫室氣體排放密集度及取水密集度）連結，期確保本公司營運目標與永續成果能相結合，本公司並於 2024 年 6 月經股東常會通過發行 2024 年度限制員工權利新股。,Misleading,aseh,3711,57,https://www.aseglobal.com/ch/pdf/aseh-2024-csr-ch-final.pdf,https://www.aseglobal.com/ch/csr/csr-download/
10870,根據國泰世華銀行 2024 年發布之《反詐行為調查報告》調查結果顯示，31% 曾經有被詐騙得逞的經驗，且遭受詐騙攻擊者在年齡、學歷及地區皆無明顯差異。提高大眾辨識、了解詐騙樣態更顯重要，國泰金控暨子公司對內建立機制、對外協助宣導與教育活動，以期降低發生的可能性。,S,Yes,國泰金控暨子公司對內建立機制、對外協助宣導與教育活動，以期降低發生的可能性。,already,Yes,國泰金控暨子公司對內建立機制、對外協助宣導與教育活動，,Clear,cathay,2882,99,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/cathay_2882_page_99.pdf,https://www.cathayholdings.com/holdings/esg/reports/reports_download
10263,"臺灣唯一六大離岸風電案場 之本國財務顧問，累計主辦離岸風電聯貸案件金額逾新臺幣 4,700 億元。2024 年中信金控 永續授信 放款餘額逾 3,575 億元，年增 18%；責任投資 金額逾 1.2 兆元，年增8%。",E,No,,,,,,ctbc,2891,7,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/ctbc_2891_page_7.pdf,https://ir.ctbcholding.com/c/esg_reports
11146,合庫集團積極落實 SDGs，每年依循 GRI、SASB、TCFD 等準則編製永續報告書，並規劃導入 IFRS S1、S2，以提高資訊透明度及與利害關係人良好溝通。為積極接軌國際並推動永續金融，已遵循 PRI、PRB、PSI 等訂定永續金融政策，強化 ESG 與營運政策之連結，另亦簽署 EP、依循 SBTi 訂定中期減碳目標，成為 TCFD 與 TNFD 組織會員，辨識相關風險與機會，發揮金融影響力，協同客戶邁向低碳轉型。此外，亦積極參與 DJSI、S&P Global CSA、CDP 等國際評比，進以檢視自身 ESG 作為並持續精進，已納入 DJSI 成分股、S&P Global 年鑑會員、MSCI ESG 指數、FTSE Russell「社會責任新興市場指數」等重要國際永續指數。,G,Yes,合庫集團積極落實 SDGs 為積極接軌國際並推動永續金融 檢視自身 ESG 作為並持續精,already,Yes,每年依循 GRI、SASB、TCFD 等準則編製永續報告書，並規劃導入 IFRS S1、S2，以提高資訊透明度及與利害關係人良好溝通 遵循 PRI、PRB、PSI 等訂定永續金融政策，強化 ESG 與營運政策之連結，另亦簽署 EP、依循 SBTi 訂定中期減碳目標，成為 TCFD 與 TNFD 組織會員 積極參與 DJSI、S&P Global CSA、CDP 等國際評比,Clear,tcfhc,5880,9,https://esg.tcfhc.com.tw/uploads/download_item/download_file_zh/14/2024_ESG_REPORT_zh.pdf,https://esg.tcfhc.com.tw/report-download/
10443,"2024 年，國泰人壽、國泰世華銀行、國泰產險、國泰證券及國泰投信共出席 818 家次股東會，共表決 6,626 項議案，包含治理、環境與社會議案，其中贊成 84%、反對 3%、棄權 13%。註：根據保險法第 146-1 條，保險業不得行使國內被投資公司董事、監察人選舉之表決權，故相關董事選任之議案採棄權方式處理。",G;S;E,No,,,,,,cathay,2882,144,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/cathay_2882_page_144.pdf,https://www.cathayholdings.com/holdings/esg/reports/reports_download
11598,萬海於 2022 年起由母公司率先導入溫室氣體盤查及查證，並自 2023 年起每年進行集團之溫室氣體盤查及查證，以強化集團與價值鏈之溫室氣體排放管理，同時透過定期舉辦教育訓練及工作坊提升全員認知。董事會每季控管集團的盤查執行進度，並督導專案推動情形。萬海依循 ISO 14064-1: 2018 及溫室氣體盤查議定書（GHG Protocol）之標準，採用營運控制權法進行溫室氣體盤查並取得雙認證。盤查項目涵蓋「直接排放」、「輸入能源之間接排放」之外，依照顯著性間接排放準則納入「燃料及能源相關活動」、「資本財」及「營運產生之廢棄物」的盤查，未來將視情況擴大其他間接排放之盤查項目，以提升對價值鏈的溫室氣體排放管理。,E;S,Yes,萬海於 2022 年起由母公司率先導入溫室氣體盤查及查證，並自 2023 年起每年進行集團之溫室氣體盤查及查證，以強化集團與價值鏈之溫室氣體排放管理，同時透過定期舉辦教育訓練及工作坊提升全員認知。,already,Yes,董事會每季控管集團的盤查執行進度，並督導專案推動情形。 ｜ 萬海依循 ISO 14064-1: 2018 及溫室氣體盤查議定書（GHG Protocol）之標準，採用營運控制權法進行溫室氣體盤查並取得雙認證。,Clear,wanhai,2615,69,https://esg.wanhai.com/wanhai/public/uploads/files/0befa0a821f06b463a7fe253ba59cdde.pdf,https://esg.wanhai.com/wanhai/download?d=503295611635b4bd41da85
11244,2024 年度，緯創針對主管職同仁舉辦與 CEO 等高階主管直接溝通的現場活動，合計舉辦 8 個場次，共計 479 位主管與會，整體參與率為 87%，與會人員對於活動內容的滿意度高達 98%。針對這類與高階主管直接交流的活動，多數同仁都表示更加清楚公司的營運策略及方向，並期待類似的溝通活動能夠擴大舉辦。,S,No,,,,,,wistron,3231,160,https://esg.wistron.com/ch/report-download/esg/NoakpM47xGKX/2024SustainabilityReportCH.pdf,https://esg.wistron.com/ch/report-download
11089,2024 年每位董事平均受訓時數 7.2 小時，高於法規建議時數 6 小時。研華鼓勵董事持續進修並於專業領域與國際趨勢接軌，除定期轉知中華公司治理協會、證基會、台灣董事學會等專業機構主辦之治理課程資訊供董事們參考選修外，亦不定期自辦董事培訓講座，主題選定參考泛營運風險地圖及重大議題而訂定。講師規劃則依主題邀請產學界外部專家顧問，授課內容兼顧理論與實務，以極大化對企業營運的策略效果。研華於 2024 年 11 月自辦董事進修課程，「成長策略與併購交易之接軌」，強化各董事及經理人於併購策略之知識、風險、管理等議題進行深入探討。課程安排特別邀請國巨執行長暨總經理王淡如擔任授課講師，透過與董事及經理人之間的交流，分享自身公司併購的過程及其成功專案；同場邀請董事學會發起人蔡鴻青分享其在併購市場上的洞察與經驗。未來將綜合考量董事的背景多元性與專業領域，為個別董事量身打造培訓計畫，強化關鍵能力。透過精準培訓，提升董事的專業素養與國際視野。近年來 ESG 更 是企業不得不面對的課題，董事會成員並積極學習 ESG 相關知識，確保其對研華策略發展的建議能夠與時俱進，助力企業持續成長。,G,Yes,研華鼓勵董事持續進修並於專業領域與國際趨勢接軌，,already,Yes,2024 年每位董事平均受訓時數 7.2 小時，高於法規建議時數 6 小時。,Clear,acl,2395,33,https://advcloudfiles.advantech.com/csr/Report/2024ESG.pdf,https://esg.advantech.com/zh-tw/downloads/sustainability-report
10064,集團致力於選擇綠色永續原物料，旨在最大程度減少原物料使用對環境及社會產生的負面影響，並積極與外部利害關係人合作推動綠色原物料永續的最佳實踐，提升供應鏈的可持續性；在可行條件下增加經第三方驗證的原物料和再生材料的使用比例，減少對原生材料的依賴。同時，避免使用來自全球或國家重要生物多樣性地點的原物料，保護生物多樣性。,E,Yes,集團致力於選擇綠色永續原物料，旨在最大程度減少原物料使用對環境及社會產生的負面影響，並積極與外部利害關係人合作推動綠色原物料永續的最佳實踐，提升供應鏈的可持續性；,between_2_and_5_years,Yes,可行條件下增加經第三方驗證的原物料和再生材料的使用比例，減少對原生材料的依賴。同時，避免使用來自全球或國家重要生物多樣性地點的原物料，保護生物多樣性。,Not Clear,honhai,2317,148,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/honhai_2317_page_148.pdf,https://www.honhai.com/zh-tw/CSR
10377,合庫證券各營業據點 2022 年取得衛福部「失智友善標章」，除全臺營業據點為高齡者、身心障礙人士設置高齡及無障礙服務專區外，並配置具合格急救證照之服務人員，同時提供高齡客戶老花眼鏡及血壓計使用，臨櫃服務時亦主動關心高齡及身心障礙客戶，營業櫃檯高度更以適合輪椅長者書寫文件進行規劃，並提供各項敬老諮詢服務，如需叫車、借用輪椅時，將派專人協助服務。,S,Yes,合庫證券各營業據點 2022 年取得衛福部「失智友善標章」，,already,Yes,除全臺營業據點為高齡者、身心障礙人士設置高齡及無障礙服務專區外，並配置具合格急救證照之服務人員，同時提供高齡客戶老花眼鏡及血壓計使用，臨櫃服務時亦主動關心高齡及身心障礙客戶，營業櫃檯高度更以適合輪椅長者書寫文件進行規劃，並提供各項敬老諮詢服務，如需叫車、借用輪椅時，將派專人協助服務。,Clear,tcfhc,5880,101,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/tcfhc_5880_page_101.pdf,https://esg.tcfhc.com.tw/report-download/
11125,玉山金控、玉山文教基金會與親子天下教育創新中心共同推動「玉山學童金融素養領航計畫」，招募全台各地之種子教師，於教學活動中融入金融，並號召玉山志工走進校園，推動金融素養課程。本次計畫特別為國小中、高年級學童設計二套模組、三大主題課程，包含儲蓄、投資及防範詐騙，種子教師與志工能夠依據學生的年齡、前備知識選擇合適的課程內容，從觀念建立到互動參與，搭配如「記帳小達人」、「存款利率卡」、「股票模擬」、「防詐小尖兵」等有趣且實際操作之課程活動，以寓教於樂的方式培養學童正確的價值觀與金融知識。首波執行場次共 5 場，共約 300 位學童參與。,S,Yes,推動金融素養課程。,already,Yes,高年級學童設計二套模組、三大主題課程，包含儲蓄、投資及防範詐騙，種子教師與志工能夠依據學生的年齡、前備知識選擇合適的課程內容，從觀念建立到互動參與，搭配如「記帳小達人」、「存款利率卡」、「股票模擬」、「防詐小尖兵」等有趣且實際操作之課程活動，以寓教於樂的方式培養學童正確的價值觀與金融知識。首波執行場次共 5 場，共約 300 位學童參與。,Clear,esfh,2884,93,https://www.esunfhc.com/zh-tw/-/media/ESUNFHC/Files/CSR/FHC-CSR-Report/2024-Sustainability-ReportChinese.pdf,https://www.esunfhc.com/zh-tw/esg/resource-center/report
10095,鴻海集團堅持維護誠信的企業文化，全面致力於遵守當地及國際的反貪腐和反賄賂法律法規。我們對任何違反我們反貪腐政策的活動或行為採取零容忍政策。貪腐、賄賂、挪用公款及不當行為均被嚴格禁止。所有員工每年必須完成至少兩小時的反貪腐培訓。此外，所有與供應商、廠商和客戶的合作必須嚴格遵守我們的反貪腐政策。,S,Yes,致力於遵守當地及國際的反貪腐和反賄賂法律法規。,longer_than_5_years,Yes,我們對任何違反我們反貪腐政策的活動或行為採取零容忍政策。貪腐、賄賂、挪用公款及不當行為均被嚴格禁止。所有員工每年必須完成至少兩小時的反貪腐培訓。此外，所有與供應商、廠商和客戶的合作必須嚴格遵守我們的反貪腐政策。,Clear,honhai,2317,42,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/honhai_2317_page_42.pdf,https://www.honhai.com/zh-tw/CSR
11456,在產品的金屬機殼與機構件中導入回收金屬，以減少採礦與冶煉過程對環境的衝擊。目前，金屬材料用途如下：  機殼材料：回收鋁(50%~100%)、回收鋼(10%)  內部支架與機構件：持續提升回收鋁、回收鋼的應用比例，並積極評估導入其他回收金屬。此外，對於稀土元素(如釹Nd)及其他關鍵金屬的使用管理，廣達透過FMD揭露材料成分，確保供應鏈的透明性，並持續探索如何在零件中增加回收稀土材料的應用，以減少對新開採資源的依賴。,E,Yes,持續提升回收鋁、回收鋼的應用比例，並積極評估導入其他回收金屬。 ｜ 廣達透過FMD揭露材料成分，確保供應鏈的透明性，並持續探索如何在零件中增加回收稀土材料的應用，以減少對新開採資源的依賴。,between_2_and_5_years,Yes,回收鋁(50%~100%)、回收鋼(10%)   ｜ 此外，對於稀土元素(如釹Nd)及其他關鍵金屬的使用管理，,Clear,qci,2382,68,https://www.quantatw.com/quanta/ESG/CH/Quanta_ESG_CN_2024.pdf,https://www.quantatw.com/quanta/chinese/esg/csrreport.aspx
11187,對於集團定義風險管理範疇內之風險進行分析及辨識，辨識營運目標所可能面對之風險因子後，透過風險事件發生之可能性及一旦發生時，其負面衝擊程度之分析等，以了解風險對公司之影響，俾作為風險管理的依據。營運單位至少每年一次對其營運目標可能面臨的各項風險因子進行量化分析。若內外部有重大變化時，需重新評估。,G,Yes,對於集團定義風險管理範疇內之風險進行分析及辨識，辨識營運目標所可能面對之風險因子,more_than_5_years,Yes,營運單位至少每年一次對其營運目標可能面臨的各項風險因子進行量化分析。若內外部有重大變化時，,Not Clear,delta,2308,92,https://esg.deltaww.com/CSR-Reports,https://esg.deltaww.com/CSR-Reports
11248,"「利害關係人」泛指組織中影響組織目標或被組織影響的團體或個人。聯詠科技為一上市股份有限公司，公司之經營發展牽涉多方利害關係人。為使報告書內容能夠準確聚焦，達到有效溝通之目的，需先界定出公司主要的利害關係人。透過公司內各功能部門的意見提供利害關係人清單，包含投資人、客戶、員工、供應商、政府機關、學術研究機構、非政府組織、媒體及社區，再經由 ESG 永續委員會成員的歸納彙整及討論，依據 AA1000 利害關係人議合標準 (Stakeholder Engagement Standard, SES) 的 5 大原則 ( 依賴性、責任、影響、多元觀點、張力 )，確認利害關係人對於聯詠科技的重要性，基於此定義，鑑別出聯詠科技的利害關係人群體主要分為 7 大類型，包含投資人、客戶、員工、供應商、政府機關、學術研究機構及非政府組織。",G,Yes,為使報告書內容能夠準確聚焦，達到有效溝通之目的，需先界定出公司主要的利害關係人。,already,Yes,"透過公司內各功能部門的意見提供利害關係人清單，包含投資人、客戶、員工、供應商、政府機關、學術研究機構、非政府組織、媒體及社區，再經由 ESG 永續委員會成員的歸納彙整及討論，依據 AA1000 利害關係人議合標準 (Stakeholder Engagement Standard, SES) 的 5 大原則 ( 依賴性、責任、影響、多元觀點、張力 )，確認利害關係人對於聯詠科技的重要性，基 ｜ 利害關係人群體主要分為 7 大類型，包含投資人、客戶、員工、供應商、政府機關、學術研究機構及非政府組織。",Clear,novatek,3034,18,https://esg.novatek.com.tw/upload/media/ESG-Report/2024/2024-ESG-Report.pdf,https://esg.novatek.com.tw/zh-tw
11788,國泰金控依據「本國銀行辦理氣候變遷情境分析作業規畫」辦理氣候變遷情境分析，使用 NGFS 及 IPCC 提供之情境下，考量轉型及實體風險，將國內外投融資部位依照產業及地區進行風險分級，評估在「有序轉型」、「無序轉型」等情境下，於短期（一年）、2030 年及 2050 年之預期損失狀況，以適時調整資產策略規劃。,E,Yes,於短期（一年）、2030 年及 2050 年之預期損失狀況，以適時調整資產策略規劃。,more_than_5_years,Yes,國泰金控依據「本國銀行辦理氣候變遷情境分析作業規畫」辦理氣候變遷情境分析，使用 NGFS 及 IPCC 提供之情境下，考量轉型及實體風險，將國內外投融資部位依照產業及地區進行風險分級，評估在「有序轉型」、「無序轉型」等情境下，,Clear,cathay,2882,170,https://www.cathayholdings.com/holdings/-/media/97602d5240c34490b999bebd41fb4e5f.pdf?sc_lang=zh-tw,https://www.cathayholdings.com/holdings/esg/reports/reports_download
10692,員工就其職務上所知悉、掌管之營業秘密及機密資料，應採取適當之保護措施，包括下列措施：經授權向第三人揭露前，應簽訂保密合約。確實遵守勞動契約及其他相關之保密管理規範。採取必要合理防護措施，避免未經授權接觸機密資料，取得營業秘密或機密資料。公司資料揭露原則：員工就本公司之資產，包括資訊、業務、技術資料以及其他任何有形或無形之營業秘密、機密資料等，不得在未經許可情形下，揭露予其任何第三人。,S,Yes,掌管之營業秘密及機密資料，應採取適當之保護措施，,already,Yes,經授權向第三人揭露前，應簽訂保密合約。確實遵守勞動契約及其他相關之保密管理規範。採取必要合理防護措施，避免未經授權接觸機密資料，取得營業秘密或機密資料。公司資料揭露原則：員工就本公司之資產，包括資訊、業務、技術資料以及其他任何有形或無形之營業秘密、機密資料等，不得在未經許可情形下，揭露予其任何第三人。,Clear,largan,3008,32,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/largan_3008_page_32.pdf,https://www.largan.com.tw/tw/esg
10319,統一超商為呼應減塑趨勢、回應外部關係人對於包裝包材議題之期待，我們持續關注《全球塑膠公約》，2024 年進行第四次談判後雖未有進展，但統一超商已提前布局，設有減塑小組主責管理，並採取積極行動，確保依循環境部的減塑法規，與消費者及供應商共同逐步減少塑膠用量，針對自有品牌商品包裝包材設定完整管理政策，目標於 2030 年前，自有商品包裝及物料於較 2019 年減少 30% 原生塑膠使用量，自有商品包裝及物料 50% 轉換為環保材質。統一超商更積極採取減塑管理行動，結合自有商品及其服務、物流及電商等各面向營運策略，以期達成 2050 年在營運範疇完全淘汰一次性其他塑膠的願景，詳細減塑時程與 2024 年達標進度請見永續目標管理進程。,E,Yes,統一超商為呼應減塑趨勢、回應外部關係人對於包裝包材議題之期待，我們持續關注《全球塑膠公約》， ｜ 採取積極行動，確保依循環境部的減塑法規， ｜ 目標於 2030 年前，自有商品包裝及物料於較 2019 年減少 30% 原生塑膠使用量，自有商品包裝及物料 50% 轉換為環保材質。,longer_than_5_years,Yes,2024 年進行第四次談判後雖未有進展，但統一超商已提前布局，設有減塑小組主責管理， ｜ 與消費者及供應商共同逐步減少塑膠用量，針對自有品牌商品包裝包材設定完整管理政策，,Not Clear,pcsc,2912,48,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/pcsc_2912_page_48.pdf,https://www.7-11.com.tw/Company/esg/reports.aspx
10902,透過深入分析問卷鑑別出供應鏈於經濟、環境和社會面向之潛在風險，針對關注供應商，即可能具有較高風險的供應商與關鍵供應商進行稽核及輔導，確保風險可被有效控制。2024 年長榮航空整體供應鏈之永續風險調查結果，未有分數低於 70 分之高風險供應商，故將永續性風險評估結果進行分析，進一步篩選出分數最低的 1% 可能具有較高風險之供應商，與關鍵供應商進行稽核。稽核方式包含線上或實地稽核與獨立第三方單位稽核，第一階供應商共稽核 13 家關注供應商，包含 1 家關鍵供應商由獨立第三方單位 (BVC 台灣衛理國際品保驗證股份有限公司) 進行實地稽核，調查結果發現其潛在風險因子有違反職安衛相關法規遭判罰、供應鏈管理制度不完善等，透過提供對應資訊以及資源，針對稽核缺失與供應商積極溝通輔導後皆已完成改善。非第一階關鍵供應商根據風險評估問卷調查結果，無高風險樣態。,G,No,,,,,,emc,2603,78,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/emc_2603_page_78.pdf,https://www.evacsr.com/
10889,永續發展委員會各小組每年蒐集利害關係人關注之ESG相關議題後，擬訂短中長期ESG目標及執行方案草案及子公司年度ESG考核基礎項目，由永續長(總經理)及各小組總幹事(處長)召開之小組會議提出討論修訂後提交「永續發展委員會」審議通過後函頒施行，且由永續長(總經理)及各小組總幹事(處長)按季召開小組會議以追蹤檢討各項年度目標及執行方案之達成情形，並於年度終了後四個月內就主要利害關係人關注之重大性永續議題，依經濟、環境及人群(包含其人權)三大面向，向董事會報告永續發展短中長期目標及前一年度目標之達成情形，另依循全球永續性報告協會(Global Reporting Initiative，簡稱GRI)發布之通用準則、行業準則、重大主題準則、金融業之永續指標及永續會計準則委員會(SASB)行業準則編製前一年度之永續報告書經董事會審議通過後申報發行。,G,Yes,10月30日,already,Yes,擬訂短中長期ESG目標及執行方案草案及子公司年度ESG考核基礎項目，由永續長(總經理)及各小組總幹事(處長)召開之小組會議提出討論修訂後提交「永續發展委員會」審議通過後函頒施行，且由永續長(總經理)及各小組總幹事(處長)按季召開小組會議以追蹤檢討各項年度目標及執行方案之達成情形，並於年度終了後四個月內就主要利害關係人關注之重大性永續議題，依經濟、環境及人群(包含其人權)三大面向，向董事會報告永續發展短中長期目標及前一年度目標之達成情形，另依循全球永續性報告協會(Global Reporting Initiative，簡稱GRI)發布之通用準則、行業準則、重大主題準則、金融業之永續指標及永續會計準則委員會(SASB)行業準則編製前一年度之永續報告書經董事會審議通過後申報發行。,Clear,ffhc,2892,7,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/ffhc_2892_page_7.pdf,https://csr.firstholding.com.tw/tc/csr_report.html
10152,EV100(全球交通載具電動化倡議)  本公司於2024年4月29日通過EV100申請，5月10日正式加入「全球交通載具電動化倡議EV100(Electric Vehicle 100%)」，公開承諾於2030年前達成全公司2030年前達成100%交通載具電動化，並制定完整的四大承諾與兩項額外行動。,E,Yes,公開承諾於2030年前達成全公司2030年前達成100%交通載具電動化，,longer_than_5_years,Yes,並制定完整的四大承諾與兩項額外行動。,Clear,twm,3045,50,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/twm_3045_page_50.pdf,https://corp.taiwanmobile.com/esg/esg-report.html
11513,"隨著國際碳法規相繼實行，緯創積極推動各種減碳對策，我們規劃透過內部碳定價 (Internal Carbon Pricing, ICP) 提供內部減碳行動所需預算，藉以驅動能源效力提升、並做為減碳投資的資金來源，同時實現與氣候相關的政策目標以及因應碳相關法規，長期可降低氣候相關風險。",E,Yes,緯創積極推動各種減碳對策， 長期可降低氣候相關風險。,more_than_5_years,Yes,"規劃透過內部碳定價  ｜ (Internal  ｜ Carbon  ｜ Pricing,  ｜ ICP)  ｜ 提供內部減碳行動所需預算，藉以驅動能源效力提升、並做為減碳投資的資金來源，",Clear,wistron,3231,112,https://esg.wistron.com/ch/report-download/esg/NoakpM47xGKX/2024SustainabilityReportCH.pdf,https://esg.wistron.com/ch/report-download
